Name,Timestamp

2023-11-24 14:50:00,Sunil Chhetri.jpeg
2023-11-24 14:50:11,Satya Nadella.jpeg
2023-11-24 14:50:18,Sundar Pichai.jpeg
2023-11-24 14:50:51,sumaiya
2023-11-24 14:51:09,sayali
 2023-11-24 14:55:10,Sundar Pichai.jpeg
2023-11-24 14:55:45,Sunil Chhetri.jpeg
2023-11-24 14:56:21,Satya Nadella.jpeg
2023-11-25 10:52:57,Sunil Chhetri.jpeg
2023-11-25 10:53:01,sumaiya
2023-11-25 10:53:05,sayali
